epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,4708.33,0.30935,0.19958,0.82039,0.99954,0.8417,0.92046,0.91266,0.23966,0.15626,0.80653,0.002872,0.002872,0.002872
146,4746.37,0.30489,0.19768,0.82115,0.99953,0.82973,0.91446,0.90544,0.25063,0.16244,0.80937,0.0028225,0.0028225,0.0028225
147,4785.65,0.30749,0.1986,0.81975,0.99954,0.84633,0.92275,0.91455,0.24059,0.1548,0.80678,0.002773,0.002773,0.002773
148,4825.43,0.31378,0.19997,0.82044,0.99955,0.84981,0.92452,0.91549,0.24829,0.15851,0.80775,0.0027235,0.0027235,0.0027235
149,4864.31,0.30208,0.19664,0.82028,0.99954,0.8444,0.92183,0.91394,0.23939,0.15442,0.80642,0.002674,0.002674,0.002674
150,4903.42,0.30242,0.1947,0.82011,0.99954,0.8417,0.92046,0.9133,0.23848,0.15498,0.8068,0.0026245,0.0026245,0.0026245
151,4942.82,0.30241,0.19459,0.82172,0.99954,0.84556,0.92238,0.91469,0.23915,0.15496,0.80701,0.002575,0.002575,0.002575
152,4982.35,0.30199,0.19515,0.81814,0.99954,0.84556,0.92234,0.91484,0.23638,0.15403,0.80557,0.0025255,0.0025255,0.0025255
153,5020.98,0.30278,0.19426,0.81788,0.99955,0.8529,0.92611,0.9184,0.23428,0.15336,0.80608,0.002476,0.002476,0.002476
154,5060.31,0.30309,0.19708,0.82167,0.99955,0.85097,0.92511,0.9173,0.23533,0.15256,0.80578,0.0024265,0.0024265,0.0024265
155,5098.36,0.3021,0.1965,0.81499,0.99955,0.85058,0.925,0.9175,0.23506,0.15477,0.80598,0.002377,0.002377,0.002377
156,5134.97,0.29936,0.19273,0.81775,0.99955,0.8583,0.92883,0.9212,0.23407,0.15347,0.80457,0.0023275,0.0023275,0.0023275
157,5175.3,0.29697,0.19153,0.82052,0.99955,0.85598,0.92755,0.91964,0.23435,0.15293,0.80493,0.002278,0.002278,0.002278
158,5216,0.29891,0.19323,0.81821,0.99955,0.85946,0.92935,0.92152,0.23329,0.15434,0.80471,0.0022285,0.0022285,0.0022285
159,5256.25,0.29723,0.19256,0.81903,0.99955,0.86409,0.93158,0.92319,0.23334,0.15341,0.80427,0.002179,0.002179,0.002179
160,5294.92,0.30017,0.1935,0.81921,0.99955,0.86023,0.92979,0.92155,0.22979,0.15071,0.80385,0.0021295,0.0021295,0.0021295
161,5334.74,0.29646,0.19219,0.81759,0.99955,0.86178,0.93051,0.92219,0.22997,0.15059,0.80404,0.00208,0.00208,0.00208
162,5374.16,0.29758,0.19049,0.81791,0.99955,0.8583,0.9288,0.921,0.22811,0.15062,0.80356,0.0020305,0.0020305,0.0020305
163,5413.91,0.29629,0.19209,0.8196,0.99955,0.86525,0.93219,0.92328,0.23134,0.14981,0.80404,0.001981,0.001981,0.001981
164,5454.81,0.29568,0.19023,0.81761,0.99955,0.86293,0.93108,0.92316,0.22998,0.15014,0.80368,0.0019315,0.0019315,0.0019315
165,5495.58,0.29038,0.18679,0.81548,0.99955,0.86371,0.93144,0.92342,0.22923,0.14969,0.80388,0.001882,0.001882,0.001882
166,5529.48,0.29181,0.18822,0.82027,0.99955,0.86332,0.93133,0.92388,0.22775,0.14919,0.80321,0.0018325,0.0018325,0.0018325
167,5568.14,0.29295,0.18781,0.82032,0.99955,0.85946,0.92941,0.92211,0.22847,0.14858,0.80305,0.001783,0.001783,0.001783
168,5607.88,0.29109,0.18841,0.81696,0.99955,0.86139,0.93041,0.92317,0.22746,0.15053,0.80303,0.0017335,0.0017335,0.0017335
169,5650.34,0.29051,0.18683,0.82051,0.99955,0.86409,0.93173,0.92448,0.22726,0.14912,0.80293,0.001684,0.001684,0.001684
170,5688.21,0.28971,0.18792,0.81581,0.99955,0.86525,0.93226,0.92468,0.22573,0.14791,0.8021,0.0016345,0.0016345,0.0016345
171,5727.24,0.2877,0.18482,0.81583,0.99955,0.85985,0.92959,0.92169,0.22965,0.1495,0.80363,0.001585,0.001585,0.001585
172,5766.19,0.2831,0.18324,0.81472,0.99955,0.86293,0.93113,0.9235,0.22705,0.14639,0.80254,0.0015355,0.0015355,0.0015355
173,5806.55,0.29039,0.18701,0.8155,0.99955,0.86255,0.93088,0.9231,0.22813,0.14747,0.80297,0.001486,0.001486,0.001486
174,5849.26,0.28739,0.185,0.81823,0.99956,0.87027,0.93477,0.92636,0.22701,0.1472,0.80281,0.0014365,0.0014365,0.0014365
175,5889.49,0.28078,0.18307,0.81555,0.99956,0.8722,0.9357,0.92823,0.22626,0.14518,0.80232,0.001387,0.001387,0.001387
176,5929.32,0.28288,0.18329,0.81214,0.99956,0.86988,0.93466,0.92687,0.22498,0.14563,0.8016,0.0013375,0.0013375,0.0013375
177,5965.2,0.28281,0.1832,0.81765,0.99956,0.87143,0.9354,0.92706,0.22446,0.14527,0.80173,0.001288,0.001288,0.001288
178,6003.67,0.28348,0.18307,0.8117,0.99956,0.8695,0.93446,0.92592,0.22391,0.14534,0.80162,0.0012385,0.0012385,0.0012385
179,6045.34,0.27666,0.17871,0.81367,0.99956,0.87104,0.93525,0.92664,0.22353,0.14434,0.80198,0.001189,0.001189,0.001189
